gisaid_epi_isl,date,segment,originating_lab,submitting_lab,authors,url,date_submitted
EPI_ISL_421463,2020-03-20,genome,HSE Ilha Terceira - Angra do Heroismo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421464,2020-03-17,genome,CHTMAD,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421465,2020-03-19,genome,CHTMAD,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421466,2020-03-20,genome,H Evora,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421467,2020-03-20,genome,H Evora,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421468,2020-03-21,genome,H Santarem,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421469,2020-03-21,genome,H Santarem,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421470,2020-03-21,genome,H Santarem,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421471,2020-03-21,genome,H Santarem,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421472,2020-03-21,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421473,2020-03-21,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421474,2020-03-21,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421475,2020-03-21,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421476,2020-03-21,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421477,2020-03-21,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421478,2020-03-21,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421479,2020-03-21,genome,CH Barreiro Montijo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421480,2020-03-21,genome,CH Barreiro Montijo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421481,2020-03-21,genome,H Beatriz Angelo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421482,2020-03-18,genome,CH VN Gaia - Espinho,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421483,2020-03-18,genome,CH VN Gaia - Espinho,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421484,2020-03-19,genome,CH VN Gaia - Espinho,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421485,2020-03-22,genome,CH Barreiro Montijo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421486,2020-03-22,genome,CH Barreiro Montijo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421487,2020-03-22,genome,H Beatriz Angelo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421488,2020-03-22,genome,H Santarem,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421489,2020-03-20,genome,HSE Ilha Terceira - Angra do Heroismo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421490,2020-03-22,genome,H Santarem,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421491,2020-03-22,genome,H Beatriz Angelo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421492,2020-03-22,genome,H Santarem,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421493,2020-03-21,genome,HSE Ilha Terceira - Angra do Heroismo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421494,2020-03-20,genome,HSE Ilha Terceira - Angra do Heroismo,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421495,2020-03-23,genome,H Santarem,Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421496,2020-03-24,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421497,2020-03-24,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421498,2020-03-24,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421499,2020-03-24,genome,Instituto Nacional de Saude (INSA),Instituto Nacional de Saude (INSA),Guiomar et al et al,https://www.gisaid.org,2020-04-08
EPI_ISL_434541,2020-03-23,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434550,2020-03-24,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434551,2020-03-24,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434552,2020-04-01,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434553,2020-04-01,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434542,2020-03-23,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434543,2020-03-23,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434544,2020-03-23,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434545,2020-03-23,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434546,2020-03-24,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434547,2020-03-24,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434548,2020-03-23,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_434549,2020-03-23,genome,Puerto Rico Department of Health,"Centers for Disease Control and Prevention, Dengue Branch",Santiago et al,https://www.gisaid.org,2020-04-29
EPI_ISL_445220,2020-04-30,genome,"Laborarory for Respiratory Viruses, ""Cantacuzino"" National Military-Medical Institute for Resararch and Development",Cantacuzino Institute,M.Lazar et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445243,2020-04-30,genome,"Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,M.Lazar et al,https://www.gisaid.org,2020-05-15
EPI_ISL_447054,2020-04-30,genome,Cantacuzino National Military-Medical Institute for Research and Development,Cantacuzino Institute,M.Lazar et al,https://www.gisaid.org,2020-05-16
EPI_ISL_428906,2020-03-27,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428894,2020-03-27,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428913,2020-03-27,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428899,2020-03-29,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428914,2020-03-30,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428920,2020-03-30,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428919,2020-03-30,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428911,2020-04-01,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428909,2020-03-26,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428916,2020-03-26,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428924,2020-03-28,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428901,2020-03-23,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428893,2020-03-23,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428898,2020-03-23,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428880,2020-03-19,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428910,2020-03-31,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428867,2020-03-11,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428892,2020-03-23,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428871,2020-03-13,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428865,2020-03-11,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428866,2020-03-11,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428851,2020-04-02,genome,"FSBSI ""Chumakov Federal Scientific Center for Research and Development of Immune-and-Biological Products of Russian Academy of Sciences""","FSBSI ""Chumakov Federal Scientific Center for Research and Development of Immune-and-Biological Products of Russian Academy of Sciences"" & NRC ""Kurchatov institute""",Kozlovskaya et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428852,2020-04-02,genome,"FSBSI ""Chumakov Federal Scientific Center for Research and Development of Immune-and-Biological Products of Russian Academy of Sciences""","FSBSI ""Chumakov Federal Scientific Center for Research and Development of Immune-and-Biological Products of Russian Academy of Sciences"" & NRC ""Kurchatov institute""",Kozlovskaya et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428861,2020-03-11,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428864,2020-03-11,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428860,2020-03-11,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428862,2020-03-11,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428863,2020-03-11,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428870,2020-03-13,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428875,2020-03-16,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428881,2020-03-16,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428882,2020-03-16,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428877,2020-03-19,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428876,2020-03-19,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428872,2020-03-19,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428887,2020-03-22,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428889,2020-03-22,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428884,2020-03-22,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428900,2020-03-23,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428905,2020-03-23,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_436715,2020-04-14,genome,"Genomics and Computational Biology Lab, Scientific Research Institute of Physical-Chemical Medicine, FMBA of Russia","Genomics and Computational Biology Lab, Scientific Research Institute of Physical-Chemical Medicine, FMBA of Russia",A. Pavlenko et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436716,2020-04-14,genome,"Genomics and Computational Biology Lab, Scientific Research Institute of Physical-Chemical Medicine, FMBA of Russia","Genomics and Computational Biology Lab, Scientific Research Institute of Physical-Chemical Medicine, FMBA of Russia",A. Pavlenko et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436717,2020-04-14,genome,"Genomics and Computational Biology Lab, Scientific Research Institute of Physical-Chemical Medicine, FMBA of Russia","Genomics and Computational Biology Lab, Scientific Research Institute of Physical-Chemical Medicine, FMBA of Russia",A. Pavlenko et al,https://www.gisaid.org,2020-05-07
EPI_ISL_428869,2020-03-13,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_421275,2020-03-18,genome,Russian State Collection of Viruses,Pathogenic Microorganisms Variability Laboratory,Shchetinin et al,https://www.gisaid.org,2020-04-07
EPI_ISL_428918,2020-03-27,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428878,2020-04-01,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428902,2020-03-23,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428895,2020-03-24,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428903,2020-03-22,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428908,2020-03-25,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428907,2020-04-01,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428912,2020-03-27,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428886,2020-03-20,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428885,2020-03-20,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_415710,2020-03-15,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-03-19
EPI_ISL_428868,2020-03-13,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428883,2020-03-20,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Pyankov et al,https://www.gisaid.org,2020-04-22
EPI_ISL_428897,2020-03-24,genome,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Bodnev et al,https://www.gisaid.org,2020-04-22
EPI_ISL_420080,2020-03-18,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-05
EPI_ISL_420081,2020-03-18,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-05
EPI_ISL_427307,2020-03-20,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427308,2020-03-24,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427309,2020-03-24,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427337,2020-03-25,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427338,2020-03-25,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427339,2020-03-25,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427310,2020-03-29,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427311,2020-03-29,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427312,2020-03-29,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427313,2020-04-03,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427314,2020-04-02,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427316,2020-04-03,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427317,2020-04-03,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427318,2020-04-03,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427319,2020-04-04,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427320,2020-04-05,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427321,2020-04-05,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427322,2020-04-05,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427323,2020-04-06,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427324,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427325,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427326,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427327,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427328,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_430067,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-25
EPI_ISL_427815,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-19
EPI_ISL_427329,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
EPI_ISL_427330,2020-04-07,genome,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Komissarov et al,https://www.gisaid.org,2020-04-18
